post_id,forum_user_id
302,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
304,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
322,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
329,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
337,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
349,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
364,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
376,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
382,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
386,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
387,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
390,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
509,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
399,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
406,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
407,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
408,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
475,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
479,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
495,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
486,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
510,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
518,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
526,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
527,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
528,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
537,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
544,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
545,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
547,d1c2e18c24bf43a2aa85226aa54a7265ec98d777
538,b293c6af587d9a3ec994f5bc7b856e0eb9f3bc75
535,68738e8421cb08ac32970a3a7cb5fcbd427fba65
535,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
535,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
535,68738e8421cb08ac32970a3a7cb5fcbd427fba65
162,d4125038bd783d8f25b788ed070a0761eb2962fb
571,0ff00ecc9df7b94a829163c46ae39ed780ce4c75
572,68738e8421cb08ac32970a3a7cb5fcbd427fba65
572,68738e8421cb08ac32970a3a7cb5fcbd427fba65
580,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
572,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
538,0ff00ecc9df7b94a829163c46ae39ed780ce4c75
589,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
565,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
612,9ae0f6cfb9e83db30faca2b87203b46995f96654
612,9ae0f6cfb9e83db30faca2b87203b46995f96654
492,b0cb46d0a7ca68bc5c71aa0bee1603167bcfaf69
450,a1a2a8231b7bdcbcb96f03c6dc07e89bdf0906bf
287,cf04eda15ead3ffb972c4367de54e71d1ac1405c
574,e5c75cba8d9644469d08fbe9366d37aa508c1968
603,d6543205ca81671ea1a70cfd59ef3f1f21d6aef0
492,d447d0c2a56c238c9ac674105f1a717010aa6d7f
644,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
613,e979c707b6f72f0dfa9f6edc1a56ab28e18bee52
500,70470251f1e8b29f9ead0f7330bd1ab283ecb1f1
661,3947ac55ab1d10b56e36082190e155d6b84c89ee
167,eb770e5c04f19bfccd127bf5b26fb31d94ae8406
625,43728c1dc461f1f6466daa73305f293c2f4c39b4
653,e5c75cba8d9644469d08fbe9366d37aa508c1968
668,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
674,e5c75cba8d9644469d08fbe9366d37aa508c1968
500,f209bb33522083c08eb7e8243361ea3ff67f1815
492,46420cd114c8be6e5eafe3b902b80bb73b08d1db
665,6997577359be94032851b24c07764193109941dc
538,22f2a045f2898a9edeb108c7e113f65317c0da69
665,43728c1dc461f1f6466daa73305f293c2f4c39b4
665,6997577359be94032851b24c07764193109941dc
665,43728c1dc461f1f6466daa73305f293c2f4c39b4
650,28552f77375dd3d12671a394ed54c78edfde85b2
694,745b06a1658783c9152dcef0d928dce18eff37da
694,9ae0f6cfb9e83db30faca2b87203b46995f96654
258,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
678,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
694,745b06a1658783c9152dcef0d928dce18eff37da
706,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
469,473da88817248f94df972d77bdca06981db6d5fb
702,c87c0250502f2dad86ea59530473e74b1770b8eb
715,68738e8421cb08ac32970a3a7cb5fcbd427fba65
88,43728c1dc461f1f6466daa73305f293c2f4c39b4
712,65998fe2779e70b15526ba966b9155ba7b3a761e
736,43728c1dc461f1f6466daa73305f293c2f4c39b4
724,745b06a1658783c9152dcef0d928dce18eff37da
744,745b06a1658783c9152dcef0d928dce18eff37da
745,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
701,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
745,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
661,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
739,21d5a068b5deff05af5a51f4fc6a76f069196e81
755,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
755,21d5a068b5deff05af5a51f4fc6a76f069196e81
764,39dc45a2a27999b866749490a22d5cf375e3fb0b
772,21d5a068b5deff05af5a51f4fc6a76f069196e81
774,c87c0250502f2dad86ea59530473e74b1770b8eb
409,caeffa1d0ad81d2589ee62973a363fc91bd27561
774,633b2ea667c38e956994dd37382158601288811e
774,c87c0250502f2dad86ea59530473e74b1770b8eb
673,0ff00ecc9df7b94a829163c46ae39ed780ce4c75
780,c87c0250502f2dad86ea59530473e74b1770b8eb
682,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
682,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
724,e5c75cba8d9644469d08fbe9366d37aa508c1968
665,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
785,8a90fe8fbcd69124ed9ce60d013dda19f241a00b
747,679334f7c8295aa87411095e0b48997bcf84b83d
681,57283da96bbb27a4992e316a24a9a52e4d884ea8
681,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
807,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
258,29f5d884a0eb7c303aa09415385e9411c1621671
810,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
162,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
162,d4125038bd783d8f25b788ed070a0761eb2962fb
785,237305ca69164cb8e256347c4331e1175728ab2b
785,237305ca69164cb8e256347c4331e1175728ab2b
258,caeffa1d0ad81d2589ee62973a363fc91bd27561
785,69346b42aa1e65aca2dbe64365e7c7037ca69302
833,8ba2cdc57e7641f60df9b27c2851e5b91cd7b67a
844,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
810,f648094ca8dfecf900ffb00ca1180062048808be
455,caeffa1d0ad81d2589ee62973a363fc91bd27561
846,68738e8421cb08ac32970a3a7cb5fcbd427fba65
863,92ab606a29c90165fb2067f5ce61f4f41f3da1c0
192,92ab606a29c90165fb2067f5ce61f4f41f3da1c0
868,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
871,aac5f4884efea9c8810c8bcb1b8910ecd500f60b
876,1e733a3f95b732621783557dd577efdf0831bcf6
880,1c70a615e7e6539b6c962a73cb17e897a80f790f
869,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
809,83d7865fc336dfbfd91c972cfe760a53361619fe
810,83d7865fc336dfbfd91c972cfe760a53361619fe
880,caeffa1d0ad81d2589ee62973a363fc91bd27561
880,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
884,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
884,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
880,432658a01262b39ec008d58e8c6e432a5f2f6c42
869,857b4ec90771e2f67c4b629bc324dc82c95cac43
888,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
880,caeffa1d0ad81d2589ee62973a363fc91bd27561
870,857b4ec90771e2f67c4b629bc324dc82c95cac43
603,9fc48549c79f359141941a894b7100de1e39933a
896,857b4ec90771e2f67c4b629bc324dc82c95cac43
870,857b4ec90771e2f67c4b629bc324dc82c95cac43
902,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
902,aac5f4884efea9c8810c8bcb1b8910ecd500f60b
904,79a2e6307bf22733ad111f24d1ebedd6c7201354
897,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
897,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
902,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
492,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
902,aac5f4884efea9c8810c8bcb1b8910ecd500f60b
916,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
919,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
192,ab208f8ab88413378b5464d837cc24533f94f57b
897,0439885634227377250558f7ab7ba0da7c4c942f
925,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
902,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
921,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
911,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
911,5a767e2af9d12ec1c09dab9eb98638d9a5f8885d
931,432658a01262b39ec008d58e8c6e432a5f2f6c42
921,d16efbb657d5afe4060a6d7c8839aca432aa66f2
940,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
940,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
940,11fc00476eeb55ddd552127a277761b43da23187
940,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
952,9c4c5538749f444479196de0579aad9bf8104d7d
870,57283da96bbb27a4992e316a24a9a52e4d884ea8
952,caeffa1d0ad81d2589ee62973a363fc91bd27561
956,68738e8421cb08ac32970a3a7cb5fcbd427fba65
902,c6f1441783a003726231953de9fbb7e592ed92be
870,57283da96bbb27a4992e316a24a9a52e4d884ea8
955,537c9762ee3083d30b03128168686eb40ffae41a
966,d16efbb657d5afe4060a6d7c8839aca432aa66f2
955,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
955,43728c1dc461f1f6466daa73305f293c2f4c39b4
902,aac5f4884efea9c8810c8bcb1b8910ecd500f60b
951,e5c75cba8d9644469d08fbe9366d37aa508c1968
955,0d604a5ea31d63c6a1e50f2738bb5e795822c326
969,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
969,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
925,caeffa1d0ad81d2589ee62973a363fc91bd27561
978,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
978,432658a01262b39ec008d58e8c6e432a5f2f6c42
870,63f4435895fe5822be7f879c792aad96305f5a9d
911,50140832e7c0f150049bf29758986a82d178055e
955,537c9762ee3083d30b03128168686eb40ffae41a
955,0d604a5ea31d63c6a1e50f2738bb5e795822c326
955,0d604a5ea31d63c6a1e50f2738bb5e795822c326
992,432658a01262b39ec008d58e8c6e432a5f2f6c42
987,432658a01262b39ec008d58e8c6e432a5f2f6c42
774,e9815c3831fd92686ade1a1b2a16575678f4d9d4
774,633b2ea667c38e956994dd37382158601288811e
774,c87c0250502f2dad86ea59530473e74b1770b8eb
1023,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
1036,aec84b562bc5855efbcbe8f711ddc59e67971135
1023,43728c1dc461f1f6466daa73305f293c2f4c39b4
955,537c9762ee3083d30b03128168686eb40ffae41a
955,537c9762ee3083d30b03128168686eb40ffae41a
774,633b2ea667c38e956994dd37382158601288811e
955,43728c1dc461f1f6466daa73305f293c2f4c39b4
955,0d604a5ea31d63c6a1e50f2738bb5e795822c326
958,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
955,43728c1dc461f1f6466daa73305f293c2f4c39b4
1023,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1023,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
955,43728c1dc461f1f6466daa73305f293c2f4c39b4
1058,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1059,537c9762ee3083d30b03128168686eb40ffae41a
1060,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1062,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1059,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1059,537c9762ee3083d30b03128168686eb40ffae41a
1059,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1062,caeffa1d0ad81d2589ee62973a363fc91bd27561
1062,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
1073,726ad5dcc80f28f3435587a7697b685cd0999e25
1076,726ad5dcc80f28f3435587a7697b685cd0999e25
955,8e1ccb3a09fe740175551d621616f93d3ac70d8a
1073,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1009,537c9762ee3083d30b03128168686eb40ffae41a
1009,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1009,537c9762ee3083d30b03128168686eb40ffae41a
1009,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1059,43728c1dc461f1f6466daa73305f293c2f4c39b4
1059,43728c1dc461f1f6466daa73305f293c2f4c39b4
880,679334f7c8295aa87411095e0b48997bcf84b83d
955,679334f7c8295aa87411095e0b48997bcf84b83d
955,679334f7c8295aa87411095e0b48997bcf84b83d
955,0d604a5ea31d63c6a1e50f2738bb5e795822c326
1073,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
1085,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1009,537c9762ee3083d30b03128168686eb40ffae41a
1009,2a940cdbeb97dbe819a85cdfabb4b68d930cc98d
1009,537c9762ee3083d30b03128168686eb40ffae41a
1092,e5c75cba8d9644469d08fbe9366d37aa508c1968
1062,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1009,99f6d3148674f734b481b071f505089c26b27bad
1009,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1009,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1009,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
958,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1102,c7da9f25198eee522753291d958e0287f4d1f41e
1102,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1009,537c9762ee3083d30b03128168686eb40ffae41a
1078,c6f1441783a003726231953de9fbb7e592ed92be
964,011198c13298d64a70cb61aeaf4780e4665f5fb7
1032,537c9762ee3083d30b03128168686eb40ffae41a
1062,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
1112,3fc75fae84c47a03ae13356cd4be8749be31c445
1112,3fc75fae84c47a03ae13356cd4be8749be31c445
1112,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1112,3fc75fae84c47a03ae13356cd4be8749be31c445
1112,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
958,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1114,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1122,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1122,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1126,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1129,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,6dc5e85400dee4c2868d4aa634fc12731565b637
958,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
958,52f41bbdb61d3ef65ae98ba58f4b5043c71cd4b2
1141,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
958,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1147,8d0a076e86c5fe8cb86cef8a1f33e7b091036273
1142,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
1156,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1155,3fc75fae84c47a03ae13356cd4be8749be31c445
1166,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1166,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1018,d506fc1248dc2d5abc0f1530e790d69f767631bf
905,9747133c0677f73a8316b51553f9504953dff031
1181,12061b57d7dcd4e09efebd30704652dc093f01d6
1182,b1eacfc2ebdc91f89743e9e7a70b4195e99c6ce5
1144,8e1ccb3a09fe740175551d621616f93d3ac70d8a
1144,8e1ccb3a09fe740175551d621616f93d3ac70d8a
1171,1f3d965eac27144b41335326ac5d5694f5e41813
1194,696d365f7468fa615cd11924fe06c00825f93153
1032,3d77ae2bc98ab8ba22f78782af7758106a8ad786
1182,12061b57d7dcd4e09efebd30704652dc093f01d6
1144,43728c1dc461f1f6466daa73305f293c2f4c39b4
880,31ae44646235f9b8a559958970c802ed911837e2
1204,432658a01262b39ec008d58e8c6e432a5f2f6c42
1038,33f0adedd99e8e7c33a88ff652c7a054169268b6
1204,5a1c310d4a8d0a36d1a3636a79e1e5edcf2dd7c1
1196,cb628c4d381378e6bffa49720b0eabe75f9125c6
1209,78c09df32d2755776b24e639d46100d6ed7a3591
1209,78c09df32d2755776b24e639d46100d6ed7a3591
1194,866c32104aa3aef21ecf027d804ca3eec13f34be
1216,f53a61e6522bcfdcf76d93b5ed4ba0ca45b19e33
1196,efe6bb2cb5595ada3cf922f35b37f5852f8c41bb
1194,efe6bb2cb5595ada3cf922f35b37f5852f8c41bb
1143,e1ecc1fb1882c5431616676ba5e0989277619176
1216,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1204,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1213,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1042,caeffa1d0ad81d2589ee62973a363fc91bd27561
1204,540e3d24e61c6a6ffaeab718d8ffb0459220b48b
1225,7afbaeb4c9497f68977f42901b68f9a2ad15ef50
1243,74d1d07822c51750ee23f997b68aac0f2710ffe3
1247,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
1248,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
1253,1d6ffe97c4511c334857b14c4bd93aa01a7915bd
1258,045eea71a508a069362773cd1c178326c5a02082
1234,e5c75cba8d9644469d08fbe9366d37aa508c1968
1233,57283da96bbb27a4992e316a24a9a52e4d884ea8
1264,e1ecc1fb1882c5431616676ba5e0989277619176
1264,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
1164,ea3f6a8f31d8099f5cbd2590d4b63c9e404e8bd7
1266,e5c75cba8d9644469d08fbe9366d37aa508c1968
1164,e5c75cba8d9644469d08fbe9366d37aa508c1968
1233,e99fdd408b9870bcf17419d5e212c0a364a4dbd0
